"","name","ID","Glucose.plus.Acetate_vs_Lysine_p.val","Glucose.plus.Acetate_vs_Lysine_p.adj","significant","Glucose.plus.Acetate_vs_Lysine_significant","Glucose.plus.Acetate_vs_Lysine_ratio","Glucose.plus.Acetate_centered","Lysine_centered"
"424","IB211_01501",">AF_01501 AF_01501 Histidinol-phosphate aminotransferase (EC 2.6.1.9) 1496336:1497403 forward MW:39483",0.00599733011674925,0.701,FALSE,FALSE,-0.665,-0.332,0.332
"425","IB211_01504",">AF_01504 AF_01504 Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133) 1499821:1500579 forward MW:27162",0.240465797574924,0.855,FALSE,FALSE,0.743,0.372,-0.372
"426","IB211_01506",">AF_01506 AF_01506 Cobalt-precorrin-3b C17-methyltransferase 1501607:1502344 forward MW:26402",0.563303014462918,0.875,FALSE,FALSE,0.218,0.109,-0.109
"427","IB211_01511",">AF_01511 AF_01511 Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21) 1505681:1506739 forward MW:36877",0.252213631035202,0.856,FALSE,FALSE,0.246,0.123,-0.123
"428","IB211_01518",">AF_01518 AF_01518 Cobyric acid synthase 1511073:1512575 forward MW:53499",0.0653417086824636,0.819,FALSE,FALSE,0.513,0.256,-0.256
"429","IB211_01519",">AF_01519 AF_01519 Cobalt-precorrin-8x methylmutase (EC 5.4.1.2) 1512580:1513224 forward MW:23111",0.00285795919379066,0.639,FALSE,FALSE,1.6,0.798,-0.798
"430","IB211_01525",">AF_01525 AF_01525 Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130) 1516752:1517432 forward MW:24581",0.0257086202586132,0.783,FALSE,FALSE,1.32,0.66,-0.66
"431","IB211_01530",">AF_01530 AF_01530 Porphobilinogen synthase (EC 4.2.1.24) 1521505:1522488 forward MW:35957",0.00812935545213345,0.722,FALSE,FALSE,1.01,0.504,-0.504
"432","IB211_01531",">AF_01531 AF_01531 Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8) 1522488:1523768 forward MW:45523",0.183851256652263,0.848,FALSE,FALSE,0.42,0.21,-0.21
"433","IB211_01540",">AF_01540 AF_01540 SSU ribosomal protein S2p (SAe) 1530986:1531720 forward MW:27290",0.53376156765341,0.873,FALSE,FALSE,0.109,0.0547,-0.0547
"434","IB211_01541",">AF_01541 AF_01541 Translation elongation factor Ts 1531814:1532731 forward MW:33159",0.00165192149694982,0.581,FALSE,FALSE,0.949,0.474,-0.474
"435","IB211_01542",">AF_01542 AF_01542 Uridylate kinase (EC 2.7.4.-) 1532950:1533672 forward MW:26136",0.43010593062606,0.868,FALSE,FALSE,0.167,0.0835,-0.0835
"436","IB211_01543",">AF_01543 AF_01543 Ribosome recycling factor 1533674:1534228 forward MW:20726",0.916999247212401,0.886,FALSE,FALSE,0.022,0.011,-0.011
"437","IB211_01544",">AF_01544 AF_01544 Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31) 1534318:1535058 forward MW:28261",0.240377057577339,0.855,FALSE,FALSE,-0.397,-0.198,0.198
"438","IB211_01548",">AF_01548 AF_01548 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1) 1538118:1539155 forward MW:36468",0.0807940292280374,0.825,FALSE,FALSE,-0.591,-0.295,0.295
"439","IB211_01549",">AF_01549 AF_01549 DNA polymerase III alpha subunit (EC 2.7.7.7) 1539192:1543367 forward MW:155139",0.26021566693476,0.857,FALSE,FALSE,-0.256,-0.128,0.128
"440","IB211_01550",">AF_01550 AF_01550 ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17) 1543472:1544641 forward MW:42636",0.151819635566967,0.843,FALSE,FALSE,-0.301,-0.15,0.15
"441","IB211_01551",">AF_01551 AF_01551 ATP phosphoribosyltransferase (EC 2.4.2.17) 1544638:1545279 forward MW:23747",0.718246438046532,0.88,FALSE,FALSE,-0.116,-0.058,0.058
"442","IB211_01552",">AF_01552 AF_01552 Histidinol dehydrogenase (EC 1.1.1.23) 1545276:1546550 forward MW:45137",0.00611840389888732,0.702,FALSE,FALSE,-0.852,-0.426,0.426
"443","IB211_01555",">AF_01555 AF_01555 Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16) 1547750:1548475 forward MW:25802",0.00211083827508097,0.608,FALSE,FALSE,-1.82,-0.909,0.909
"444","IB211_01561c",">AF_01561c AF_01561c hypothetical protein 1550691:1551086 reverse MW:13696",0.529109808258765,0.873,FALSE,FALSE,-0.411,-0.206,0.206
"445","IB211_01562c",">AF_01562c AF_01562c ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1) 1551195:1552322 reverse MW:42127",0.000486105905567789,0.412,FALSE,FALSE,-1.5,-0.748,0.748
"446","IB211_01565c",">AF_01565c AF_01565c Putrescine transport ATP-binding protein PotA (TC 3.A.1.11.1) 1554001:1555125 reverse MW:41821",0.000216522336050747,0.28,FALSE,FALSE,-1.72,-0.861,0.861
"447","IB211_01570",">AF_01570 AF_01570 LSU ribosomal protein L32p 1557354:1557554 forward MW:7558",0.0238458090082623,0.78,FALSE,FALSE,-2.05,-1.02,1.02
"448","IB211_01571",">AF_01571 AF_01571 Fe-S oxidoreductase, related to NifB/MoaA family with PDZ N-terminal domain 1557648:1558976 forward MW:48953",0.477709495848003,0.871,FALSE,FALSE,0.121,0.0603,-0.0603
"449","IB211_01572",">AF_01572 AF_01572 GTP-binding protein EngA 1558969:1560297 forward MW:49060",0.0402596762940034,0.802,FALSE,FALSE,0.405,0.203,-0.203
"450","IB211_01574",">AF_01574 AF_01574 Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) 1560985:1561986 forward MW:34799",0.509192701032475,0.872,FALSE,FALSE,0.164,0.0818,-0.0818
"451","IB211_01577",">AF_01577 AF_01577 LSU ribosomal protein L19p 1563909:1564250 forward MW:12879",0.179452531559546,0.848,FALSE,FALSE,0.834,0.417,-0.417
"452","IB211_01582",">AF_01582 AF_01582 50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF) 1569755:1570636 forward MW:32886",0.312521023281073,0.861,FALSE,FALSE,-0.793,-0.396,0.396
"453","IB211_01586",">AF_01586 AF_01586 Threonine synthase (EC 4.2.3.1) 1572536:1574023 forward MW:54703",0.204525337282098,0.851,FALSE,FALSE,0.215,0.107,-0.107
"454","IB211_01588",">AF_01588 AF_01588 Cell division trigger factor (EC 5.2.1.8) 1574837:1576240 forward MW:51847",0.860755286414019,0.885,FALSE,FALSE,-0.0299,-0.0149,0.0149
"455","IB211_01589",">AF_01589 AF_01589 ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) 1576323:1576913 forward MW:21638",0.726140939371518,0.881,FALSE,FALSE,0.164,0.0818,-0.0818
"456","IB211_01590",">AF_01590 AF_01590 ATP-dependent Clp protease ATP-binding subunit ClpX 1577011:1578327 forward MW:48267",0.000834580598928098,0.494,FALSE,FALSE,-1.47,-0.733,0.733
"457","IB211_01591",">AF_01591 AF_01591 ATP-dependent protease La (EC 3.4.21.53) Type I 1578399:1580807 forward MW:88209",0.147051037250399,0.842,FALSE,FALSE,0.257,0.128,-0.128
"458","IB211_01592",">AF_01592 AF_01592 GTP-binding protein EngB 1580821:1581420 forward MW:22228",0.0120481035219997,0.746,FALSE,FALSE,1.4,0.701,-0.701
"459","IB211_01599",">AF_01599 AF_01599 Segregation and condensation protein B 1585737:1586399 forward MW:24421",0.371792266941848,0.865,FALSE,FALSE,-0.592,-0.296,0.296
"460","IB211_01601",">AF_01601 AF_01601 Sporulation protein YtfJ 1587070:1587477 forward MW:14489",0.876539619437865,0.885,FALSE,FALSE,-0.0704,-0.0352,0.0352
"461","IB211_01603",">AF_01603 AF_01603 Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70) 1588679:1589374 forward MW:25104",0.00371776455311437,0.663,FALSE,FALSE,-1.21,-0.604,0.604
"462","IB211_01604",">AF_01604 AF_01604 Transcriptional regulator, RpiR family 1589515:1590396 forward MW:32668",0.394334343425012,0.866,FALSE,FALSE,-0.13,-0.0648,0.0648
"463","IB211_01606",">AF_01606 AF_01606 Cytidylate kinase (EC 2.7.4.14) 1591677:1592354 forward MW:24569",0.290413209264226,0.859,FALSE,FALSE,-0.339,-0.169,0.169
"464","IB211_01607",">AF_01607 AF_01607 1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51) 1592351:1592950 forward MW:22593",0.95580670694146,0.887,FALSE,FALSE,-0.00953,-0.00477,0.00477
"465","IB211_01608",">AF_01608 AF_01608 SSU ribosomal protein S1p 1592947:1594953 forward MW:72687",0.0358493367562867,0.797,FALSE,FALSE,-0.395,-0.197,0.197
"466","IB211_01611",">AF_01611 AF_01611 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) 1596411:1596893 forward MW:16816",0.0234688984166696,0.779,FALSE,FALSE,1.23,0.616,-0.616
"467","IB211_01614",">AF_01614 AF_01614 Hypothetical protein YbbP, contains nucleotide-binding domain of DisA bacterial checkpoint controller 1598588:1599472 forward MW:32450",0.000726002916093958,0.474,FALSE,FALSE,1.26,0.631,-0.631
"468","IB211_01615",">AF_01615 AF_01615 Uncharacterized secreted protein associated with spyDAC 1599447:1600724 forward MW:45521",0.000215766612859136,0.28,FALSE,FALSE,1.35,0.674,-0.674
"469","IB211_01618",">AF_01618 AF_01618 Chaperone protein DnaJ 1602029:1602634 forward MW:22552",0.00053561873932315,0.428,FALSE,FALSE,1.03,0.517,-0.517
"470","IB211_01620",">AF_01620 AF_01620 Protein YicC 1603203:1604081 forward MW:32739",0.00651639767447358,0.707,FALSE,FALSE,0.799,0.399,-0.399
"471","IB211_01622",">AF_01622 AF_01622 Guanylate kinase (EC 2.7.4.8) 1604371:1604982 forward MW:22747",0.0468945715288102,0.807,FALSE,FALSE,0.602,0.301,-0.301
"472","IB211_01625",">AF_01625 AF_01625 Peptide deformylase (EC 3.5.1.88) 1607765:1608268 forward MW:18845",0.217150312262605,0.852,FALSE,FALSE,0.75,0.375,-0.375
"473","IB211_01626",">AF_01626 AF_01626 Methionyl-tRNA formyltransferase (EC 2.1.2.9) 1608265:1609185 forward MW:32676",0.189748833756778,0.849,FALSE,FALSE,-0.359,-0.179,0.179
"474","IB211_01629",">AF_01629 AF_01629 Protein serine/threonine phosphatase PrpC, regulation of stationary phase 1611610:1612338 forward MW:26406",0.525657019896457,0.873,FALSE,FALSE,0.202,0.101,-0.101
"475","IB211_01630",">AF_01630 AF_01630 Serine/threonine protein kinase PrkC, regulator of stationary phase 1612359:1614440 forward MW:75701",0.0011718510636464,0.539,FALSE,FALSE,-0.988,-0.494,0.494
"476","IB211_01639",">AF_01639 AF_01639 3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) 1621882:1623159 forward MW:44372",0.1514543384662,0.843,FALSE,FALSE,-0.376,-0.188,0.188
"477","IB211_01640",">AF_01640 AF_01640 3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) 1623156:1623641 forward MW:17012",0.639584436735377,0.878,FALSE,FALSE,-0.188,-0.0938,0.0938
"478","IB211_01641",">AF_01641 AF_01641 3-isopropylmalate dehydrogenase (EC 1.1.1.85) 1623638:1624714 forward MW:38481",0.124709474946107,0.838,FALSE,FALSE,-0.409,-0.204,0.204
"479","IB211_01652c",">AF_01652c AF_01652c Fe-S oxidoreductase 1633965:1635326 reverse MW:51518",0.00384994848006577,0.666,FALSE,FALSE,1.13,0.566,-0.566
"480","IB211_01653c",">AF_01653c AF_01653c DNA ligase (EC 6.5.1.2) 1635468:1637444 reverse MW:72330",0.205927423130083,0.851,FALSE,FALSE,-0.218,-0.109,0.109
"481","IB211_01655c",">AF_01655c AF_01655c Aluminum resistance protein 1638776:1639993 reverse MW:43016",0.00943697854438014,0.731,FALSE,FALSE,0.502,0.251,-0.251
"482","IB211_01656c",">AF_01656c AF_01656c Deblocking aminopeptidase (EC 3.4.11.-) 1640062:1641054 reverse MW:35353",0.0130886682635717,0.75,FALSE,FALSE,0.587,0.293,-0.293
"483","IB211_01657c",">AF_01657c AF_01657c Deblocking aminopeptidase (EC 3.4.11.-) 1641071:1642093 reverse MW:36551",0.242751960068058,0.855,FALSE,FALSE,-0.207,-0.103,0.103
"484","IB211_01658c",">AF_01658c AF_01658c Deblocking aminopeptidase (EC 3.4.11.-) 1642087:1643037 reverse MW:34251",0.562717863590314,0.875,FALSE,FALSE,0.14,0.0701,-0.0701
"485","IB211_01659c",">AF_01659c AF_01659c UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) 1643206:1644588 reverse MW:49974",0.124446848064691,0.838,FALSE,FALSE,0.26,0.13,-0.13
"486","IB211_01660c",">AF_01660c AF_01660c FIG000859: hypothetical protein 1645173:1645901 reverse MW:26666",0.302735903404189,0.86,FALSE,FALSE,-0.175,-0.0875,0.0875
"487","IB211_01661c",">AF_01661c AF_01661c UPF0135 protein Bsu YqfO @ Bsu YqfO NIF3/CutA domain 1645976:1646776 reverse MW:28024",0.00067283203409833,0.462,FALSE,FALSE,1.29,0.643,-0.643
"488","IB211_01665c",">AF_01665c AF_01665c Phosphoglucosamine mutase (EC 5.4.2.10) 1649045:1650397 reverse MW:47090",0.0286079739160205,0.788,FALSE,FALSE,-0.413,-0.206,0.206
"489","IB211_01666c",">AF_01666c AF_01666c Holliday junction DNA helicase RuvB 1650418:1651467 reverse MW:38430",0.34003686619595,0.863,FALSE,FALSE,0.38,0.19,-0.19
"490","IB211_01667c",">AF_01667c AF_01667c Holliday junction DNA helicase RuvA 1651507:1652115 reverse MW:21491",0.00370687099721631,0.663,FALSE,FALSE,0.829,0.415,-0.415
"491","IB211_01671c",">AF_01671c AF_01671c Pyrroline-5-carboxylate reductase (EC 1.5.1.2) 1654386:1655186 reverse MW:28607",0.0276355452256128,0.787,FALSE,FALSE,-0.945,-0.472,0.472
"492","IB211_01679",">AF_01679 AF_01679 Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11) 1661666:1662751 forward MW:40194",0.176521035334609,0.847,FALSE,FALSE,-0.338,-0.169,0.169
"493","IB211_01680",">AF_01680 AF_01680 Dihydrodipicolinate synthase (EC 4.2.1.52) 1662822:1663736 forward MW:32926",6.82106743129073e-05,0.139,FALSE,FALSE,5.55,2.78,-2.78
"494","IB211_01682",">AF_01682 AF_01682 Dihydrodipicolinate reductase (EC 1.3.1.26) 1664430:1665206 forward MW:27979",0.00324210558626722,0.651,FALSE,FALSE,1.31,0.657,-0.657
"495","IB211_01685c",">AF_01685c AF_01685c Tyrosyl-tRNA synthetase (EC 6.1.1.1) 1666832:1668058 reverse MW:45713",0.000144267850052388,0.223,FALSE,FALSE,1.59,0.794,-0.794
"496","IB211_01687c",">AF_01687c AF_01687c DNA repair protein RecN 1668959:1670662 reverse MW:62197",0.140824767081574,0.841,FALSE,FALSE,-0.354,-0.177,0.177
"497","IB211_01688c",">AF_01688c AF_01688c Arginine pathway regulatory protein ArgR, repressor of arg regulon 1670682:1671134 reverse MW:16563",0.0287642401764034,0.788,FALSE,FALSE,1.19,0.594,-0.594
"498","IB211_01689c",">AF_01689c AF_01689c NAD kinase (EC 2.7.1.23) 1671140:1671865 reverse MW:26454",0.315920900393382,0.861,FALSE,FALSE,-0.38,-0.19,0.19
"499","IB211_01690c",">AF_01690c AF_01690c RNA binding methyltransferase FtsJ like 1672006:1672818 reverse MW:29284",0.488358082434739,0.871,FALSE,FALSE,-0.143,-0.0714,0.0714
"500","IB211_01691c",">AF_01691c AF_01691c 1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7) 1672811:1674658 reverse MW:65743",3.26471504102514e-05,0.0698,FALSE,FALSE,-1.74,-0.868,0.868
"501","IB211_01697c",">AF_01697c AF_01697c Transcription termination protein NusB 1678472:1678972 reverse MW:18430",0.0648545850024835,0.818,FALSE,FALSE,0.497,0.248,-0.248
"502","IB211_01713c",">AF_01713c AF_01713c Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2) 1691723:1693321 reverse MW:57838",0.0353753796359493,0.797,FALSE,FALSE,-0.496,-0.248,0.248
"503","IB211_01714c",">AF_01714c AF_01714c Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) 1693318:1695153 reverse MW:67547",0.000524739713033707,0.424,FALSE,FALSE,-1.14,-0.569,0.569
"504","IB211_01715c",">AF_01715c AF_01715c HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-) 1695300:1696253 reverse MW:35714",0.00809710942143163,0.722,FALSE,FALSE,0.611,0.305,-0.305
"505","IB211_01716",">AF_01716 AF_01716 LSU ribosomal protein L28p 1696448:1696636 forward MW:7037",0.0021221968334921,0.609,FALSE,FALSE,3.35,1.67,-1.67
"506","IB211_01719c",">AF_01719c AF_01719c Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1) 1698421:1699272 reverse MW:29469",0.654463665903285,0.878,FALSE,FALSE,-0.122,-0.061,0.061
"507","IB211_01720c",">AF_01720c AF_01720c Molybdenum cofactor biosynthesis protein MoaB @ Molybdopterin biosynthesis Mog protein, molybdochelatase 1699338:1700285 reverse MW:33641",0.902743657512051,0.886,FALSE,FALSE,-0.0431,-0.0215,0.0215
"508","IB211_01722c",">AF_01722c AF_01722c Molybdenum cofactor biosynthesis protein MoaC 1701257:1701739 reverse MW:17111",0.506686992104286,0.872,FALSE,FALSE,-0.263,-0.131,0.131
"509","IB211_01723c",">AF_01723c AF_01723c Molybdopterin biosynthesis protein MoeA 1701744:1702799 reverse MW:38028",0.036172759907752,0.797,FALSE,FALSE,0.665,0.332,-0.332
"510","IB211_01724c",">AF_01724c AF_01724c Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family 1702766:1703806 reverse MW:36928",0.00526451634264574,0.691,FALSE,FALSE,-1.21,-0.607,0.607
"511","IB211_01726",">AF_01726 AF_01726 Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family 1704677:1705486 forward MW:28119",0.758191090608864,0.882,FALSE,FALSE,0.0916,0.0458,-0.0458
"512","IB211_01727",">AF_01727 AF_01727 Selenide,water dikinase (EC 2.7.9.3) @ selenocysteine-containing 1705476:1706516 forward MW:37140",0.242886655656246,0.855,FALSE,FALSE,0.371,0.186,-0.186
"513","IB211_01729",">AF_01729 AF_01729 Hypothetical protein Cj1505c 1706783:1707379 forward MW:21020",0.638746346013105,0.878,FALSE,FALSE,0.148,0.074,-0.074
"514","IB211_01738",">AF_01738 AF_01738 Cell shape-determining protein 1714396:1716141 forward MW:64288",0.188606165454553,0.849,FALSE,FALSE,0.247,0.123,-0.123
"515","IB211_01742c",">AF_01742c AF_01742c Chaperonin (heat shock protein 33) 1719237:1720121 reverse MW:31168",0.0702103097872135,0.821,FALSE,FALSE,-0.597,-0.299,0.299
"516","IB211_01746",">AF_01746 AF_01746 Adenylosuccinate synthetase (EC 6.3.4.4) 1722093:1723367 forward MW:46415",0.000119674704272664,0.2,FALSE,FALSE,1.48,0.739,-0.739
"517","IB211_01747",">AF_01747 AF_01747 Short chain fatty acids transporter 1723782:1725125 forward MW:48268",8.42276909958723e-06,0.0111,FALSE,FALSE,2.77,1.39,-1.39
"518","IB211_01749c",">AF_01749c AF_01749c bmp family protein 1726239:1727450 reverse MW:42110",0.884997437309956,0.885,FALSE,FALSE,-0.0238,-0.0119,0.0119
"519","IB211_01750c",">AF_01750c AF_01750c Deoxyribose-phosphate aldolase (EC 4.1.2.4) 1727668:1728333 reverse MW:24099",0.640415714877271,0.878,FALSE,FALSE,-0.11,-0.0548,0.0548
"520","IB211_01753c",">AF_01753c AF_01753c Ferredoxin 1728937:1730061 reverse MW:40831",0.00114663884559396,0.536,FALSE,FALSE,-2.77,-1.38,1.38
"521","IB211_01754c",">AF_01754c AF_01754c hypothetical protein 1730090:1731070 reverse MW:37008",0.0494622061313408,0.809,FALSE,FALSE,-0.779,-0.389,0.389
"522","IB211_01755c",">AF_01755c AF_01755c Rubrerythrin 1731234:1731767 reverse MW:20013",0.0199992058657372,0.772,FALSE,FALSE,0.591,0.295,-0.295
"523","IB211_01756c",">AF_01756c AF_01756c Superoxide reductase (EC 1.15.1.2) 1731841:1732212 reverse MW:13455",0.0728200506341278,0.822,FALSE,FALSE,0.823,0.412,-0.412
"524","IB211_01764c",">AF_01764c AF_01764c Acetyltransferase 1737177:1737731 reverse MW:20943",0.373374663648729,0.865,FALSE,FALSE,-0.243,-0.122,0.122
"525","IB211_01767c",">AF_01767c AF_01767c DNA polymerase III subunits gamma and tau (EC 2.7.7.7) 1738805:1740511 reverse MW:61029",0.288165929060783,0.859,FALSE,FALSE,1.14,0.569,-0.569
"526","IB211_01771",">AF_01771 AF_01771 Anthranilate phosphoribosyltransferase (EC 2.4.2.18) 1745878:1746888 forward MW:35391",0.00122297272087579,0.545,FALSE,FALSE,2.4,1.2,-1.2
"527","IB211_01776c",">AF_01776c AF_01776c peptidase M18, aminopeptidase I 1750494:1751906 reverse MW:51113",9.38539374395872e-05,0.172,FALSE,FALSE,-1.59,-0.795,0.795
"528","IB211_01777c",">AF_01777c AF_01777c hypothetical protein 1751918:1752523 reverse MW:21686",0.0946434112946624,0.83,FALSE,FALSE,0.766,0.383,-0.383
"529","IB211_01780c",">AF_01780c AF_01780c Peptide chain release factor 1 1753997:1755067 reverse MW:40143",0.0251665458153365,0.782,FALSE,FALSE,0.454,0.227,-0.227
"530","IB211_01782c",">AF_01782c AF_01782c ABC transporter, ATP-binding protein 1755885:1757786 reverse MW:72764",0.744192898857258,0.881,FALSE,FALSE,-0.072,-0.036,0.036
"531","IB211_01783",">AF_01783 AF_01783 Methylthioribose-1-phosphate isomerase (EC 5.3.1.23) 1757850:1758875 forward MW:36437",0.00365802477089888,0.661,FALSE,FALSE,2.57,1.29,-1.29
"532","IB211_01784c",">AF_01784c AF_01784c UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6- diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10) 1758877:1760271 reverse MW:50693",0.195739053849724,0.85,FALSE,FALSE,0.278,0.139,-0.139
"533","IB211_01785c",">AF_01785c AF_01785c D-alanine--D-alanine ligase (EC 6.3.2.4) 1760303:1761358 reverse MW:37536",0.179945740490639,0.848,FALSE,FALSE,0.255,0.127,-0.127
"534","IB211_01788c",">AF_01788c AF_01788c Uracil phosphoribosyltransferase (EC 2.4.2.9) 1762973:1763605 reverse MW:23134",0.110728815488703,0.835,FALSE,FALSE,0.421,0.211,-0.211
"535","IB211_01794c",">AF_01794c AF_01794c ATP-dependent DNA helicase UvrD/PcrA 1767810:1771016 reverse MW:117567",0.355953926340851,0.864,FALSE,FALSE,0.202,0.101,-0.101
"536","IB211_01802",">AF_01802 AF_01802 Ferrous iron transport protein A 1775203:1775424 forward MW:8014",0.0138948551864981,0.754,FALSE,FALSE,-4.29,-2.14,2.14
"537","IB211_01803",">AF_01803 AF_01803 Ferrous iron transport protein B 1775523:1777748 forward MW:79832",0.00175571905295184,0.588,FALSE,FALSE,-6.43,-3.22,3.22
"538","IB211_01809c",">AF_01809c AF_01809c Uridine phosphorylase (EC 2.4.2.3) 1782107:1782880 reverse MW:27941",0.0079262439152778,0.72,FALSE,FALSE,0.748,0.374,-0.374
"539","IB211_01811c",">AF_01811c AF_01811c Fructose-bisphosphate aldolase class II (EC 4.1.2.13) 1785646:1786581 reverse MW:33806",1.06739292083099e-05,0.0165,FALSE,FALSE,2.37,1.18,-1.18
"540","IB211_01812",">AF_01812 AF_01812 6-phosphofructokinase (EC 2.7.1.11) 1786753:1787997 forward MW:44973",8.70015767458253e-05,0.164,FALSE,FALSE,1.52,0.758,-0.758
"541","IB211_01813c",">AF_01813c AF_01813c 6-phosphofructokinase (EC 2.7.1.11) 1788047:1789033 reverse MW:35029",0.00201691108800896,0.603,FALSE,FALSE,1.17,0.583,-0.583
"542","IB211_01814c",">AF_01814c AF_01814c Adenylosuccinate lyase (EC 4.3.2.2) 1789054:1790493 reverse MW:54136",0.000412188907453783,0.386,FALSE,FALSE,1.06,0.528,-0.528
"543","IB211_01815c",">AF_01815c AF_01815c Aspartate aminotransferase (EC 2.6.1.1) 1790578:1791768 reverse MW:43180",0.00414343321638576,0.672,FALSE,FALSE,0.781,0.391,-0.391
"544","IB211_01817c",">AF_01817c AF_01817c GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) 1793452:1794741 reverse MW:47838",0.0836224671356052,0.826,FALSE,FALSE,0.323,0.161,-0.161
"545","IB211_01818c",">AF_01818c AF_01818c putative NADH dehydrogenase/NAD(P)H nitroreductase 1794983:1795576 reverse MW:22049",0.00994572405386162,0.735,FALSE,FALSE,0.621,0.31,-0.31
"546","IB211_01829",">AF_01829 AF_01829 Transcriptional regulators, LysR family 1806136:1807023 forward MW:32973",0.00179154875051132,0.59,FALSE,FALSE,0.845,0.423,-0.423
"547","IB211_01832c",">AF_01832c AF_01832c hypothetical protein 1808959:1809918 reverse MW:34767",0.0059546775196816,0.7,FALSE,FALSE,1.33,0.667,-0.667
"548","IB211_01835",">AF_01835 AF_01835 transcriptional activator protein 1811110:1811787 forward MW:25494",0.476958505403852,0.871,FALSE,FALSE,0.25,0.125,-0.125
"549","IB211_01836",">AF_01836 AF_01836 hypothetical protein 1811784:1812935 forward MW:42489",0.0146646103163757,0.756,FALSE,FALSE,2.83,1.41,-1.41
"550","IB211_01840c",">AF_01840c AF_01840c GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) 1815274:1816827 reverse MW:57226",0.770721983249233,0.882,FALSE,FALSE,0.0572,0.0286,-0.0286
"551","IB211_01841c",">AF_01841c AF_01841c Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) 1816965:1820234 reverse MW:118949",0.1508413941561,0.843,FALSE,FALSE,-0.328,-0.164,0.164
"552","IB211_01842c",">AF_01842c AF_01842c Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) 1820234:1821319 reverse MW:39730",0.0561072878810141,0.813,FALSE,FALSE,-0.474,-0.237,0.237
"553","IB211_01846c",">AF_01846c AF_01846c Ribonucleotide reductase transcriptional regulator NrdR 1823642:1824097 reverse MW:17392",0.870116196237918,0.885,FALSE,FALSE,0.073,0.0365,-0.0365
"554","IB211_01856c",">AF_01856c AF_01856c Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-) 1833278:1834495 reverse MW:43678",0.00338472719575214,0.654,FALSE,FALSE,-1.4,-0.702,0.702
"555","IB211_01857c",">AF_01857c AF_01857c N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-) 1834495:1835415 reverse MW:31989",7.04393208160866e-05,0.142,FALSE,FALSE,-2.63,-1.31,1.31
"556","IB211_01860",">AF_01860 AF_01860 Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1) 1837704:1839314 forward MW:58001",0.00848203230720774,0.725,FALSE,FALSE,-1.03,-0.516,0.516
"557","IB211_01865c",">AF_01865c AF_01865c 2-isopropylmalate synthase (EC 2.3.3.13) 1843314:1844999 reverse MW:62810",0.852152410223325,0.884,FALSE,FALSE,-0.031,-0.0155,0.0155
"558","IB211_01880",">AF_01880 AF_01880 Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits 1862636:1863565 forward MW:33322",7.72815464651635e-06,0.00964,FALSE,FALSE,-4.74,-2.37,2.37
"559","IB211_01911",">AF_01911 AF_01911 DNA-binding protein HBsu 1902061:1902333 forward MW:9364",0.300058854519639,0.86,FALSE,FALSE,0.769,0.385,-0.385
